Id,SalePrice
1654,145917.8578
1655,146910.3161
1656,149186.0021
1657,150928.854
1658,149667.7252
1659,125154.056
1660,144404.658
1661,454745.0636
1662,394729.9831
1663,365745.3727
1664,523116.6315
1665,315313.4173
1666,334265.5943
1667,344256.5511
1668,341349.7737
1669,306685.3974
1670,342938.5549
1671,264625.4115
1672,433713.6991
1673,289348.8317
1674,268565.883
1675,191895.5718
1676,206256.0887
1677,221360.6321
1678,480569.4367
1679,354958.1602
1680,326525.743
1681,257968.0576
1682,295543.8548
1683,206326.4414
1684,190830.2439
1685,179023.2422
1686,177184.3592
1687,171271.5235
1688,191000.3789
1689,198373.5495
1690,205268.5218
1691,198180.5108
1692,244470.1175
1693,161713.2704
1694,184037.2299
1695,165356.4225
1696,258650.9446
1697,171629.5147
1698,338333.8759
1699,352349.7577
1700,261470.9537
1701,282804.2264
1702,243689.3627
1703,249565.6728
1704,268146.7206
1705,222767.3891
1706,387345.5131
1707,207643.1837
1708,196453.4456
1709,267176.2473
1710,225489.9306
1711,256977.8895
1712,253330.5813
1713,249698.3242
1714,214592.8042
1715,207208.226
1716,185514.0128
1717,178831.2814
1718,140442.692
1719,187163.0806
1720,225126.9686
1721,170381.5127
1722,130618.6856
1723,163008.1442
1724,213103.239
1725,245545.8312
1726,184341.5559
1727,163764.1762
1728,196134.5854
1729,184661.7703
1730,185106.0493
1731,113131.1203
1732,126299.503
1733,109171.5739
1734,115540.3198
1735,139776.6447
1736,115770.517
1737,340193.8388
1738,276963.1356
1739,244609.9936
1740,210023.7868
1741,179631.4177
1742,173146.4093
1743,184608.2685
1744,317347.9062
1745,197069.2568
1746,214029.7683
1747,247272.6873
1748,229536.4422
1749,159280.6198
1750,143912.7003
1751,245149.0387
1752,116321.6661
1753,132941.1378
1754,205970.2716
1755,169861.2676
1756,124388.6706
1757,115048.8248
1758,132968.3735
1759,154867.4552
1760,161478.0734
1761,147592.951
1762,161028.6297
1763,152955.7007
1764,115760.9339
1765,158606.7881
1766,176352.5452
1767,224131.6339
1768,135172.9478
1769,173167.3991
1770,161912.0855
1771,118746.0456
1772,129601.2538
1773,128950.8572
1774,142608.5047
1775,148942.8821
1776,104620.8082
1777,107495.7198
1778,140341.1203
1779,109107.4522
1780,171702.2206
1781,119214.7913
1782,91215.522
1783,140404.0635
1784,97319.10202
1785,119602.3931
1786,135676.8657
1787,178608.8384
1788,77105.6016
1789,113774.086
1790,79762.47731
1791,190594.5348
1792,148668.7069
1793,126577.2814
1794,160054.9098
1795,124596.0986
1796,124804.3119
1797,125462.1888
1798,116561.6747
1799,115830.8896
1800,114699.8191
1801,123853.0661
1802,138667.0258
1803,133990.4983
1804,145654.6232
1805,138189.5288
1806,139298.3873
1807,138606.616
1808,126014.2285
1809,118513.8392
1810,121829.3128
1811,94330.78948
1812,91406.37653
1813,122547.8919
1814,91706.0239
1815,64952.48969
1816,112379.8354
1817,103732.8795
1818,146499.921
1819,142397.9034
1820,73746.09199
1821,115111.7957
1822,141141.9143
1823,63186.65945
1824,125161.7586
1825,129408.7727
1826,96696.75956
1827,102776.1448
1828,126309.8616
1829,127198.4583
1830,146216.3368
1831,146827.5956
1832,87881.37259
1833,139331.2402
1834,129516.4555
1835,125129.4794
1836,126826.2484
1837,102373.2849
1838,135553.3806
1839,104678.6296
1840,150079.4771
1841,141799.5573
1842,102298.1056
1843,136595.1116
1844,132303.9716
1845,129974.1995
1846,139170.6813
1847,153348.883
1848,54260.79255
1849,102632.2653
1850,119474.5725
1851,148315.9222
1852,130547.1595
1853,124377.2002
1854,183049.3417
1855,155620.2236
1856,226175.7003
1857,139307.1465
1858,139522.5469
1859,123236.2115
1860,179175.6389
1861,122889.9562
1862,343835.263
1863,339794.737
1864,339808.0594
1865,318361.5822
1866,304020.1689
1867,239168.5006
1868,282063.5369
1869,215835.8277
1870,225026.1082
1871,243379.4558
1872,179649.846
1873,265651.5898
1874,162049.4838
1875,200492.1965
1876,198122.1617
1877,208001.2485
1878,211500.4621
1879,126692.4425
1880,143293.6818
1881,247205.092
1882,232034.8729
1883,194205.6574
1884,203645.1411
1885,238134.6329
1886,259443.2662
1887,215183.1597
1888,258909.3209
1889,169825.2833
1890,113563.7347
1891,126699.3739
1892,101030.0527
1893,115102.3322
1894,125397.9275
1895,121816.4519
1896,122712.359
1897,115145.5397
1898,117328.67
1899,153894.0562
1900,147511.2008
1901,165491.9194
1902,122963.165
1903,200411.9722
1904,143642.2985
1905,191869.6082
1906,157604.6609
1907,197463.37
1908,124781.4778
1909,153581.3136
1910,139412.3411
1911,185884.2193
1912,330510.3625
1913,132946.4684
1914,86147.35473
1915,271238.2845
1916,66913.08369
1917,211602.1731
1918,141083.2963
1919,181887.345
1920,160593.394
1921,329001.7573
1922,285283.1134
1923,231969.4072
1924,244441.2864
1925,201368.3688
1926,331206.9422
1927,127962.1504
1928,144578.3867
1929,127782.6721
1930,119717.0478
1931,140048.5611
1932,119358.7964
1933,169483.1842
1934,177463.647
1935,162888.2222
1936,170752.0064
1937,176367.7217
1938,168026.2875
1939,244473.6539
1940,196046.4913
1941,182288.0388
1942,182473.0243
1943,233624.905
1944,311040.4997
1945,355637.2093
1946,145709.8606
1947,295403.6916
1948,192507.3403
1949,245090.9658
1950,206610.0773
1951,277551.9368
1952,223354.4446
1953,182244.2162
1954,195492.4392
1955,135306.9981
1956,348388.5678
1957,167699.0891
1958,280575.093
1959,141626.0181
1960,107353.7081
1961,119389.0866
1962,109967.9515
1963,114428.8084
1964,112431.4582
1965,148978.6497
1966,142202.6283
1967,290690.056
1968,374784.4782
1969,347394.9817
1970,387834.6731
1971,428133.142
1972,357034.7321
1973,252115.2167
1974,305573.1372
1975,494180.9396
1976,278443.5197
1977,339249.5589
1978,320064.6877
1979,334153.7807
1980,211208.3935
1981,341992.2078
1982,236011.445
1983,221563.1958
1984,191728.7911
1985,208734.9182
1986,212479.4733
1987,196099.3445
1988,181444.8771
1989,191088.1063
1990,199514.6551
1991,241601.3594
1992,201781.0815
1993,188692.9276
1994,203508.0717
1995,184142.3819
1996,257054.522
1997,310720.8378
1998,323205.9545
1999,301023.7906
2000,346084.949
2001,273965.5477
2002,238307.9002
2003,251891.9868
2004,271789.5158
2005,224918.7013
2006,215305.571
2007,240438.2633
2008,200720.97
2009,192678.8963
2010,190761.7503
2011,146595.9131
2012,180085.5805
2013,174551.1906
2014,178131.8514
2015,200124.4436
2016,194320.0948
2017,192760.1845
2018,128631.4042
2019,145733.9894
2020,109203.108
2021,107424.1522
2022,185229.284
2023,130279.8596
2024,259177.1136
2025,363610.605
2026,170869.3211
2027,165149.1871
2028,168824.8131
2029,166876.0631
2030,251284.5693
2031,224003.5338
2032,240306.3448
2033,245678.4652
2034,180706.2621
2035,209925.1683
2036,206016.3874
2037,206568.1411
2038,317673.6747
2039,210483.0691
2040,284224.2722
2041,320651.3929
2042,200562.2632
2043,176025.8584
2044,175377.7638
2045,238954.6023
2046,161083.0653
2047,129015.5787
2048,129196.0538
2049,142586.2306
2050,168877.2682
2051,94395.69628
2052,124700.0824
2053,138795.5669
2054,101669.0093
2055,145551.5767
2056,144070.7876
2057,109794.6179
2058,193189.6006
2059,129419.1204
2060,159425.4189
2061,163805.9511
2062,121764.8461
2063,119014.2874
2064,129352.2427
2065,114832.9542
2066,163972.5754
2067,104316.9624
2068,145775.295
2069,92467.74749
2070,121539.8286
2071,102469.4846
2072,142072.1497
2073,130649.8319
2074,168949.9085
2075,132441.3585
2076,124916.6936
2077,144204.9539
2078,114359.8956
2079,135048.1122
2080,132606.8539
2081,116680.0806
2082,130765.1865
2083,125064.2061
2084,120781.0811
2085,112385.6252
2086,120085.7007
2087,116972.1198
2088,101177.732
2089,87868.15226
2090,127926.4603
2091,105275.4099
2092,112565.2962
2093,120095.2623
2094,128655.9958
2095,163196.4502
2096,93110.54623
2097,107699.9921
2098,138775.8471
2099,71022.26415
2100,68567.11919
2101,108984.2948
2102,133133.8778
2103,103375.9287
2104,124344.6101
2105,118765.2204
2106,61536.84436
2107,174967.874
2108,115811.4509
2109,104495.7383
2110,119439.1549
2111,151801.9051
2112,122950.9978
2113,116700.9556
2114,124412.0326
2115,150629.6699
2116,116485.5069
2117,142074.4452
2118,125028.6828
2119,119680.5235
2120,119507.3482
2121,129167.1532
2122,111605.166
2123,92745.85251
2124,146102.5926
2125,125515.6499
2126,125606.1108
2127,165487.0277
2128,130043.5507
2129,108810.6767
2130,128521.1334
2131,149103.295
2132,112904.9255
2133,124157.6111
2134,144950.6285
2135,107862.2607
2136,79096.0394
2137,112089.9337
2138,129654.3364
2139,139671.9197
2140,132723.3116
2141,152127.4137
2142,112352.308
2143,141390.3747
2144,112096.1262
2145,142420.2332
2146,167363.5617
2147,150148.2589
2148,129588.8942
2149,144794.1009
2150,245843.0266
2151,123255.2772
2152,149543.2973
2153,154120.8158
2154,105324.1038
2155,137852.8045
2156,222045.9601
2157,229644.1594
2158,227632.7788
2159,204541.6747
2160,189474.2388
2161,245809.0931
2162,402767.2013
2163,354501.3834
2164,246411.7159
2165,204518.2963
2166,163873.1748
2167,216766.467
2168,197913.8711
2169,189883.9999
2170,215559.8882
2171,145460.0809
2172,144620.5577
2173,164442.323
2174,230828.4841
2175,290624.2811
2176,291391.3141
2177,235997.7078
2178,223312.0073
2179,142829.5769
2180,227206.0504
2181,192275.0839
2182,225437.6098
2183,193688.6011
2184,110046.6122
2185,107528.8511
2186,144591.5039
2187,161777.8337
2188,152421.3356
2189,226330.8503
2190,89702.61092
2191,88689.13289
2192,92385.35196
2193,116638.9926
2194,104540.1222
2195,106131.6173
2196,106821.5403
2197,117961.7405
2198,167677.7696
2199,199111.9774
2200,139745.5726
2201,125946.8723
2202,216982.6526
2203,125954.4034
2204,159478.2573
2205,106146.8396
2206,146956.57
2207,214779.1299
2208,273179.4935
2209,212231.3039
2210,135694.5173
2211,126902.2734
2212,124085.8071
2213,108673.1893
2214,121441.6278
2215,104422.1821
2216,135861.5709
2217,75173.86198
2218,96117.14986
2219,97447.65895
2220,89213.95946
2221,273512.2413
2222,241885.1754
2223,246883.0991
2224,201043.1212
2225,122490.7697
2226,159329.959
2227,204190.9447
2228,243777.6133
2229,256347.3594
2230,137701.8266
2231,205469.7682
2232,178681.9185
2233,180287.8487
2234,236785.7092
2235,203458.3252
2236,258554.9351
2237,304550.2992
2238,198631.6072
2239,111468.0635
2240,147059.8124
2241,125835.4156
2242,120929.8127
2243,146294.4608
2244,111379.1409
2245,110774.8379
2246,134835.2848
2247,137441.4943
2248,122086.5654
2249,114074.8314
2250,117376.5326
2251,91659.03206
2252,172694.934
2253,153047.7858
2254,166244.77
2255,195255.5303
2256,176310.5016
2257,211182.5323
2258,171561.0789
2259,184716.654
2260,169795.466
2261,194369.7961
2262,212768.1479
2263,334566.8529
2264,520156.9438
2265,157104.8988
2266,287184.4066
2267,325036.5197
2268,380241.1584
2269,165589.86
2270,208373.9919
2271,236591.0045
2272,205509.3731
2273,170339.87
2274,180610.471
2275,190272.7133
2276,218523.2343
2277,197986.3316
2278,130777.8373
2279,114820.1789
2280,104317.4058
2281,158581.1595
2282,170987.4943
2283,114776.0625
2284,120301.5993
2285,147002.1352
2286,119089.2952
2287,348669.5079
2288,293735.2627
2289,360825.794
2290,439100.2162
2291,304133.7707
2292,427472.3628
2293,467545.2245
2294,378417.7758
2295,538554.6169
2296,302393.5179
2297,321353.4364
2298,346423.0382
2299,339059.0859
2300,324116.0004
2301,303333.8943
2302,253276.6741
2303,261273.6266
2304,262502.9137
2305,208102.2003
2306,199652.9917
2307,203247.0519
2308,236186.9284
2309,284460.0007
2310,229883.6696
2311,219725.6741
2312,186512.4734
2313,181477.7936
2314,173636.4254
2315,188707.8595
2316,194476.8296
2317,183686.4205
2318,179048.9241
2319,187825.025
2320,200975.6854
2321,226137.4142
2322,198082.9751
2323,181451.2423
2324,183965.1788
2325,226034.759
2326,173254.5971
2327,198100.3409
2328,199118.8726
2329,193864.3344
2330,182049.8623
2331,368254.7514
2332,376781.8662
2333,319292.8515
2334,243980.5222
2335,285107.3142
2336,305162.0673
2337,213936.4987
2338,269614.2925
2339,224020.1624
2340,381624.0684
2341,248085.6905
2342,224884.8837
2343,228569.1169
2344,206211.7962
2345,228186.9372
2346,214109.0389
2347,199152.0358
2348,222887.1865
2349,175008.6132
2350,290149.7237
2351,251121.6482
2352,242785.1044
2353,214894.4394
2354,139748.1801
2355,150273.9057
2356,152578.8542
2357,196792.47
2358,181918.7003
2359,148687.5301
2360,114805.2603
2361,141178.9418
2362,251460.3917
2363,127392.2077
2364,178205.1447
2365,216213.4487
2366,200129.8116
2367,218387.241
2368,210612.5942
2369,214649.1597
2370,175800.6823
2371,163277.679
2372,186761.0074
2373,264801.191
2374,322871.7729
2375,212333.7338
2376,277339.6226
2377,322255.6431
2378,155696.1985
2379,216985.9396
2380,154915.2263
2381,166612.0755
2382,209946.717
2383,220906.468
2384,246778.0106
2385,181256.7848
2386,136907.0186
2387,129644.4728
2388,98114.37856
2389,115537.5972
2390,137106.405
2391,146591.7433
2392,116349.2997
2393,164327.6877
2394,128018.8282
2395,184323.7069
2396,137424.8476
2397,196478.7526
2398,124302.1963
2399,72612.68287
2400,76887.90586
2401,118924.0911
2402,123806.7801
2403,145362.1466
2404,132065.1659
2405,148237.0231
2406,142009.838
2407,115796.6704
2408,141291.9496
2409,118871.3643
2410,174234.738
2411,114507.0946
2412,132866.9015
2413,123945.8314
2414,147396.6994
2415,135619.2565
2416,120671.4578
2417,135165.2147
2418,134386.4113
2419,109199.1425
2420,130249.547
2421,130290.3053
2422,107366.2726
2423,106959.5677
2424,149774.4277
2425,168192.7569
2426,132774.7022
2427,129931.834
2428,156433.3768
2429,119540.4887
2430,131026.4474
2431,105961.8816
2432,135450.4191
2433,132867.2072
2434,128711.379
2435,146129.5359
2436,101780.1854
2437,102803.9698
2438,118216.4984
2439,113976.714
2440,119795.9475
2441,109483.0782
2442,106114.0982
2443,138067.3735
2444,131000.5152
2445,88643.32128
2446,139773.0961
2447,200012.93
2448,134547.846
2449,109362.9309
2450,153938.1527
2451,126645.2669
2452,195781.8934
2453,94753.55097
2454,118746.0461
2455,131808.6789
2456,121550.0261
2457,121544.9429
2458,134338.3074
2459,107357.0949
2460,134713.4059
2461,125110.642
2462,121581.3918
2463,117132.9912
2464,171083.1812
2465,138654.4692
2466,107223.8766
2467,152512.7884
2468,96045.02612
2469,89579.02017
2470,181930.5756
2471,204895.9602
2472,152810.0329
2473,116675.7454
2474,82795.01711
2475,220848.3028
2476,115091.6834
2477,113514.7846
2478,139743.2405
2479,96734.47091
2480,151865.619
2481,109753.789
2482,122328.7974
2483,104797.619
2484,117892.4506
2485,129505.4702
2486,141150.1296
2487,154436.7247
2488,164372.5803
2489,138308.6532
2490,145758.6533
2491,96193.81369
2492,178780.1449
2493,143286.219
2494,139219.4219
2495,97216.69639
2496,246055.5759
2497,143306.513
2498,110559.682
2499,92854.77522
2500,124287.0738
2501,125940.8234
2502,141044.1608
2503,101083.5374
2504,180496.0661
2505,220435.9116
2506,258929.038
2507,288776.9517
2508,258915.012
2509,210845.9495
2510,229791.0719
2511,185055.0205
2512,199117.4499
2513,221510.3048
2514,254543.9479
2515,153089.7858
2516,185177.8705
2517,152081.3986
2518,152777.509
2519,227906.1498
2520,224363.6931
2521,192097.2532
2522,223629.6735
2523,122361.94
2524,139200.2103
2525,158599.3433
2526,146068.6106
2527,127523.4692
2528,125641.6915
2529,136938.6443
2530,133033.9253
2531,230675.0357
2532,232079.386
2533,194147.9932
2534,219105.3784
2535,283739.6357
2536,238426.4914
2537,244555.2104
2538,194554.0587
2539,195021.5749
2540,191274.9469
2541,195177.7815
2542,159845.695
2543,124872.3474
2544,112861.67
2545,134982.9931
2546,132241.411
2547,141339.3058
2548,151754.0093
2549,142790.6968
2550,917417.9339
2551,132944.1303
2552,123158.9722
2553,77911.93618
2554,114940.922
2555,130153.0282
2556,100029.1629
2557,106533.9632
2558,154519.0435
2559,126841.505
2560,142220.8896
2561,158226.4724
2562,134479.5173
2563,145145.6215
2564,178121.0623
2565,119453.5485
2566,136733.988
2567,128830.6724
2568,197824.1693
2569,222642.9933
2570,127816.4098
2571,171379.9764
2572,149909.368
2573,220219.5741
2574,244943.162
2575,133113.2333
2576,116687.289
2577,132189.4054
2578,100256.132
2579,65203.72004
2580,117487.2061
2581,123429.6542
2582,123579.693
2583,256639.0884
2584,173001.9418
2585,167280.8108
2586,205481.09
2587,199332.5643
2588,136571.8084
2589,151796.3547
2590,215106.3271
2591,211597.9576
2592,211478.4534
2593,242918.6752
2594,215404.5114
2595,199587.5767
2596,273919.8192
2597,191110.7087
2598,252854.883
2599,333711.7428
2600,110398.93
2601,136223.868
2602,94158.36701
2603,99495.24775
2604,95613.42873
2605,90100.97891
2606,145298.3782
2607,196202.3018
2608,184521.103
2609,162830.3673
2610,111114.4819
2611,111012.1691
2612,146763.1956
2613,126713.4969
2614,118557.9392
2615,144482.0387
2616,154600.9958
2617,164296.9272
2618,229854.6721
2619,192646.5685
2620,181378.1239
2621,174547.8727
2622,169535.018
2623,251475.0471
2624,301833.577
2625,300243.9518
2626,177445.2486
2627,177942.7343
2628,415969.5855
2629,468388.6081
2630,326823.1139
2631,466173.1838
2632,368844.6987
2633,282479.4275
2634,381193.4064
2635,167650.1272
2636,189520.2418
2637,177886.653
2638,240413.2891
2639,191408.9773
2640,152554.1483
2641,98167.23673
2642,165892.6358
2643,112544.1189
2644,130421.7893
2645,119682.9735
2646,105908.5534
2647,108447.4296
2648,139017.34
2649,144887.7461
2650,152983.3477
2651,149580.88
2652,404291.1319
2653,273988.6241
2654,263608.2375
2655,383494.4138
2656,304920.1039
2657,350134.1439
2658,303192.2637
2659,283499.755
2660,337566.9377
2661,351288.1895
2662,341078.4228
2663,284670.942
2664,282393.305
2665,344383.2207
2666,293712.2458
2667,185927.8685
2668,190754.1595
2669,182178.4668
2670,251868.836
2671,190966.9668
2672,202123.5616
2673,199132.7722
2674,200060.8829
2675,172211.9984
2676,198193.0042
2677,187965.7231
2678,245034.2725
2679,290200.0649
2680,285326.0755
2681,382275.2407
2682,300899.5763
2683,473946.546
2684,312415.7854
2685,314163.4016
2686,245863.0962
2687,314301.3934
2688,220546.9358
2689,210066.4914
2690,409647.2391
2691,184345.8859
2692,137583.6225
2693,204926.6282
2694,146399.0853
2695,191398.8262
2696,186285.2995
2697,183819.6312
2698,184285.8388
2699,177400.8393
2700,157422.3845
2701,163750.5141
2702,114611.6581
2703,134400.736
2704,122078.8512
2705,114789.3997
2706,113489.4884
2707,122809.0558
2708,126790.6417
2709,100310.8172
2710,121247.3944
2711,299847.6702
2712,393743.0581
2713,174229.5554
2714,165958.3279
2715,163024.8242
2716,167045.2535
2717,186252.094
2718,226900.3215
2719,162686.4027
2720,183446.1663
2721,124574.6014
2722,139542.0556
2723,156466.0385
2724,120703.4691
2725,118847.8598
2726,147197.3458
2727,191255.307
2728,165232.2051
2729,133357.0822
2730,139178.596
2731,142976.9208
2732,123801.6698
2733,143926.0702
2734,144472.9622
2735,117147.4056
2736,129146.9618
2737,112418.0145
2738,138601.206
2739,151299.5545
2740,136383.5341
2741,126273.8127
2742,149445.8768
2743,133592.0295
2744,145576.479
2745,152904.7309
2746,122570.8034
2747,138270.8641
2748,118326.8735
2749,116467.0108
2750,126735.5477
2751,119267.834
2752,192370.2669
2753,134868.7077
2754,228501.5113
2755,132321.0937
2756,106319.2412
2757,80713.47865
2758,92491.2232
2759,156100.1467
2760,110238.0138
2761,130132.4866
2762,123436.2382
2763,178445.7535
2764,143917.0451
2765,268052.5966
2766,122019.4204
2767,84502.69484
2768,121664.2936
2769,107489.2338
2770,145648.7892
2771,116362.1555
2772,106202.6281
2773,147725.7119
2774,131063.3184
2775,113671.6401
2776,135872.9682
2777,146869.7964
2778,135107.2858
2779,122959.452
2780,106005.0372
2781,103915.5512
2782,95801.94709
2783,87915.61873
2784,130974.6339
2785,134434.4218
2786,77287.21013
2787,127802.3213
2788,78546.2241
2789,152422.1543
2790,112278.1905
2791,109947.4623
2792,68930.65406
2793,135536.6857
2794,93768.80623
2795,112663.6327
2796,92895.69846
2797,183278.3869
2798,97007.19772
2799,110302.3191
2800,82844.3669
2801,112002.5005
2802,120872.5214
2803,165376.2291
2804,112444.8376
2805,108415.988
2806,83937.7289
2807,151602.0319
2808,133443.2534
2809,131691.9685
2810,125937.9292
2811,142472.9696
2812,153144.8582
2813,155508.0359
2814,151620.921
2815,98538.75005
2816,247175.6664
2817,172742.1739
2818,131840.4153
2819,174725.6886
2820,120959.3116
2821,106042.5851
2822,182056.0748
2823,301527.8213
2824,155790.0835
2825,121890.4403
2826,139326.2039
2827,130232.4509
2828,198313.9093
2829,250326.4204
2830,226740.9605
2831,186063.793
2832,237403.1758
2833,273085.4682
2834,213151.7122
2835,217472.6959
2836,192994.7702
2837,184161.4892
2838,151769.0612
2839,181996.3034
2840,212184.6512
2841,192932.3242
2842,226004.3682
2843,144451.4221
2844,170671.1817
2845,134288.3973
2846,196516.3617
2847,208554.8665
2848,218023.7205
2849,190320.306
2850,261993.265
2851,220288.3081
2852,224788.3328
2853,232231.0744
2854,142489.9329
2855,204265.6573
2856,205148.4025
2857,191396.3307
2858,208444.4994
2859,123162.4151
2860,131201.4505
2861,118959.8099
2862,177049.2015
2863,124644.6865
2864,205867.3909
2865,133971.4196
2866,156840.888
2867,103469.5082
2868,104797.7472
2869,105256.8984
2870,118577.1633
2871,88548.3637
2872,62500.06924
2873,106084.002
2874,115496.4728
2875,134853.7248
2876,167137.567
2877,133857.464
2878,173611.1782
2879,131608.0053
2880,96637.38602
2881,139476.9342
2882,161091.5598
2883,177579.663
2884,180046.5
2885,168526.0967
2886,226607.0969
2887,114603.4717
2888,136801.4724
2889,69357.4442
2890,85469.02316
2891,137960.2689
2892,71633.38357
2893,107925.102
2894,74135.31672
2895,283661.7119
2896,252220.854
2897,190922.7169
2898,153266.5275
2899,193843.4672
2900,158885.7386
2901,212514.8968
2902,184677.538
2903,306873.5198
2904,310880.3591
2905,73478.50136
2906,196542.724
2907,121288.3038
2908,126754.2061
2909,152054.6807
2910,95977.28136
2911,94156.37157
2912,143766.7874
2913,95658.09732
2914,90490.47497
2915,101076.9497
2916,95694.69603
2917,155466.3443
2918,106384.1837
2919,198412.4907
